,acc,val_acc,loss,val_loss
0,0.5975000262260437,0.75,0.7092238068580627,0.5527792572975159
1,0.6424999833106995,0.7149999737739563,0.6509514451026917,0.5828197002410889
2,0.6924999952316284,0.7325000166893005,0.6040188670158386,0.5719091892242432
3,0.6675000190734863,0.7250000238418579,0.6199181079864502,0.5210041999816895
4,0.7068750262260437,0.7975000143051147,0.5848883390426636,0.4309535622596741
5,0.7368749976158142,0.7825000286102295,0.5458583235740662,0.4330561757087708
6,0.7506250143051147,0.7300000190734863,0.5295596122741699,0.4745278656482697
7,0.7431250214576721,0.7975000143051147,0.5185961127281189,0.4012775123119354
8,0.75,0.7724999785423279,0.5046622753143309,0.4393360018730164
9,0.765625,0.7900000214576721,0.4899947643280029,0.3959886431694031
10,0.7887499928474426,0.8374999761581421,0.4761035442352295,0.3573075532913208
11,0.7787500023841858,0.8249999880790709,0.4727759063243866,0.37497094273567205
12,0.7906249761581421,0.8249999880790709,0.4440936744213104,0.3692909479141235
13,0.8068749904632568,0.8349999785423279,0.443593293428421,0.36394745111465454
14,0.8137500286102295,0.7925000190734863,0.4438213706016541,0.39128315448760986
15,0.8037499785423279,0.8349999785423279,0.4191567301750183,0.35348016023635864
16,0.8075000047683716,0.8550000190734863,0.4237895905971527,0.3508237898349762
17,0.7987499833106995,0.8349999785423279,0.44480285048484797,0.3651071190834045
18,0.8256250023841858,0.8550000190734863,0.4104419648647308,0.3469487130641937
19,0.8274999856948853,0.8299999833106995,0.391747772693634,0.3532093465328217
20,0.8149999976158142,0.8424999713897705,0.3980841040611267,0.35537272691726685
21,0.8106250166893005,0.8299999833106995,0.4217092096805573,0.346905529499054
22,0.8106250166893005,0.8399999737739563,0.4200936257839203,0.3479903042316437
23,0.8312500119209291,0.8299999833106995,0.39389145374298096,0.3752292692661285
24,0.8249999880790709,0.8575000166893005,0.37879908084869385,0.33882418274879456
25,0.8181250095367432,0.8299999833106995,0.4072144329547882,0.343344509601593
26,0.8249999880790709,0.8399999737739563,0.3903438150882721,0.3518628776073456
