,acc,val_acc,loss,val_loss
0,0.5981249809265137,0.699999988079071,0.7247977256774902,0.5762653946876526
1,0.6474999785423279,0.6899999976158142,0.6593962907791138,0.5845670700073242
2,0.6700000166893005,0.6675000190734863,0.6295146346092224,0.5756434798240662
3,0.6581249833106995,0.7200000286102295,0.6298746466636658,0.5505247116088867
4,0.6662499904632568,0.7450000047683716,0.6296387314796448,0.5515186190605164
5,0.6918749809265137,0.7099999785423279,0.6100826859474182,0.5584354400634766
6,0.7043750286102295,0.7225000262260437,0.5957912802696228,0.5508977174758911
7,0.6918749809265137,0.7375000119209291,0.5876432657241821,0.5362353324890137
8,0.6862499713897705,0.7400000095367432,0.6018837690353394,0.5291623473167419
9,0.6968749761581421,0.7425000071525574,0.5862929821014404,0.5228202342987059
10,0.7043750286102295,0.7574999928474426,0.5839065313339233,0.5267759561538696
11,0.7056249976158142,0.7350000143051147,0.5781038403511047,0.5453363656997681
12,0.7049999833106995,0.7599999904632568,0.577828586101532,0.5270959138870239
13,0.7237499952316284,0.7400000095367432,0.5512707233428955,0.5189214944839478
14,0.7162500023841858,0.7674999833106995,0.5781619548797607,0.5120968818664551
15,0.7200000286102295,0.7624999880790709,0.5544610619544983,0.5062122941017151
16,0.7218750119209291,0.7649999856948853,0.5515443682670593,0.5189586877822876
17,0.7262499928474426,0.7774999737739563,0.5405698418617249,0.4935846626758576
18,0.7156249880790709,0.7300000190734863,0.5600841641426086,0.5433048009872437
19,0.7231249809265137,0.7425000071525574,0.5445263385772705,0.5401450991630554
20,0.7237499952316284,0.7799999713897705,0.5472135543823242,0.5100632905960083
21,0.7225000262260437,0.7425000071525574,0.5526766180992126,0.5265780687332153
22,0.7300000190734863,0.7649999856948853,0.5332605242729187,0.5005088448524475
23,0.7418749928474426,0.7425000071525574,0.5405719876289368,0.5082838535308838
24,0.7412499785423279,0.7674999833106995,0.5254234671592712,0.49568110704422
25,0.7443749904632568,0.7724999785423279,0.5269970893859863,0.5135762691497803
26,0.7468749880790709,0.7774999737739563,0.5093245506286621,0.4994497299194336
27,0.7475000023841858,0.7900000214576721,0.5086979866027832,0.4619662165641785
28,0.7737500071525574,0.8025000095367432,0.508634090423584,0.43517738580703735
29,0.7662500143051147,0.7799999713897705,0.5064358711242676,0.4580378830432892
30,0.7475000023841858,0.8000000119209291,0.5149495005607605,0.4500295221805573
31,0.7637500166893005,0.7875000238418579,0.4820535778999329,0.4459913969039917
32,0.7662500143051147,0.7875000238418579,0.4949617683887482,0.4577513933181762
33,0.7543749809265137,0.7900000214576721,0.5021349191665649,0.4783525764942169
34,0.7487499713897705,0.8025000095367432,0.5020614862442017,0.4526748955249786
35,0.7718750238418579,0.7900000214576721,0.4820508658885956,0.4507601857185364
36,0.7731249928474426,0.7850000262260437,0.488882839679718,0.4867381751537323
37,0.7574999928474426,0.7825000286102295,0.5006696581840515,0.4576610326766968
38,0.7674999833106995,0.7900000214576721,0.4808549880981445,0.4337230920791626
39,0.7631250023841858,0.8000000119209291,0.4739295542240143,0.4300699234008789
40,0.7774999737739563,0.8000000119209291,0.474854052066803,0.448192298412323
41,0.7937499880790709,0.8125,0.4571523666381836,0.4438335299491882
42,0.7937499880790709,0.8149999976158142,0.4598727524280548,0.4292005896568297
43,0.7706249952316284,0.8125,0.4675351083278656,0.4240301847457886
44,0.7787500023841858,0.8050000071525574,0.4765242338180542,0.4218758046627045
45,0.7806249856948853,0.8174999952316284,0.4582286775112152,0.4139868021011353
46,0.7799999713897705,0.8025000095367432,0.4548131227493286,0.4592313766479492
47,0.7843750119209291,0.8125,0.4545454680919647,0.4255728125572205
48,0.7962499856948853,0.8174999952316284,0.4523898959159851,0.43054053187370295
49,0.7987499833106995,0.8224999904632568,0.4470163285732269,0.42596298456192017
50,0.796875,0.8299999833106995,0.4480863511562347,0.4563861787319183
51,0.8031250238418579,0.8199999928474426,0.4332258105278015,0.4399702847003937
52,0.8125,0.8199999928474426,0.4209793210029602,0.401737242937088
53,0.8062499761581421,0.8075000047683716,0.4173281192779541,0.4426031112670897
54,0.8012499809265137,0.8224999904632568,0.44778457283973694,0.3980725407600403
55,0.8050000071525574,0.8424999713897705,0.4343836307525635,0.38451671600341797
56,0.7943750023841858,0.8274999856948853,0.4409101605415344,0.4025028645992279
57,0.7993749976158142,0.8349999785423279,0.4359606802463532,0.4015429615974426
58,0.8037499785423279,0.8450000286102295,0.4335687756538391,0.4053734540939331
59,0.8118749856948853,0.8249999880790709,0.4264847934246063,0.38695961236953735
60,0.8193749785423279,0.8324999809265137,0.4082216620445252,0.3864463865756989
61,0.8268749713897705,0.8550000190734863,0.4107680916786194,0.40039938688278204
62,0.7900000214576721,0.8299999833106995,0.4401150047779083,0.3874082267284393
63,0.8181250095367432,0.8349999785423279,0.4074397385120392,0.44851192831993103
64,0.8262500166893005,0.8450000286102295,0.3983396589756012,0.40316659212112427
65,0.8256250023841858,0.8349999785423279,0.4112853705883026,0.4108071625232697
66,0.8187500238418579,0.8374999761581421,0.4064523279666901,0.38070204854011536
67,0.8293750286102295,0.8374999761581421,0.4022025763988495,0.4206653833389282
68,0.8168749809265137,0.8299999833106995,0.4110726416110992,0.3719558417797089
69,0.8274999856948853,0.8249999880790709,0.40399810671806335,0.3876721560955048
70,0.8324999809265137,0.8324999809265137,0.3837700188159943,0.37621194124221796
71,0.8306249976158142,0.8324999809265137,0.4011286795139313,0.4258852005004883
72,0.8156250119209291,0.8575000166893005,0.3957029581069946,0.3968372344970703
73,0.8050000071525574,0.8500000238418579,0.4262722134590149,0.37729087471961975
74,0.8450000286102295,0.8575000166893005,0.3794400691986084,0.4464511573314667
75,0.8324999809265137,0.8274999856948853,0.3859863579273224,0.5070908069610596
76,0.8268749713897705,0.8550000190734863,0.3969176411628723,0.39369356632232666
77,0.8162500262260437,0.8274999856948853,0.40140846371650696,0.40560999512672413
78,0.8268749713897705,0.8075000047683716,0.3936117291450501,0.4943999350070954
79,0.8231250047683716,0.8224999904632568,0.39906764030456543,0.4646547436714173
80,0.8331249952316284,0.8399999737739563,0.3888360559940338,0.4008327722549439
81,0.8212500214576721,0.8525000214576721,0.4006281197071075,0.4604580402374268
82,0.8125,0.8374999761581421,0.4010779857635498,0.4252013266086577
83,0.8312500119209291,0.8299999833106995,0.38355010747909546,0.4273042976856232
84,0.8475000262260437,0.8249999880790709,0.3672870397567749,0.4359225332736969
85,0.8381249904632568,0.8600000143051147,0.3855118453502655,0.4440394639968872
86,0.8268749713897705,0.8450000286102295,0.39063334465026855,0.3894631266593933
87,0.8306249976158142,0.8450000286102295,0.3847525715827942,0.3822759985923767
88,0.8543750047683716,0.8299999833106995,0.3705464899539948,0.4214061498641968
89,0.8362500071525574,0.8424999713897705,0.3666229248046875,0.4217650294303894
90,0.8399999737739563,0.8399999737739563,0.3713969886302948,0.39820998907089233
91,0.8306249976158142,0.8349999785423279,0.39118853211402893,0.3939947187900543
92,0.8456249833106995,0.8475000262260437,0.3699745833873749,0.3992210030555725
93,0.8456249833106995,0.8424999713897705,0.3634015917778015,0.3802254796028137
94,0.8550000190734863,0.8475000262260437,0.33907797932624817,0.3912009000778198
95,0.8581249713897705,0.8399999737739563,0.3402635455131531,0.3692489564418793
96,0.846875011920929,0.8349999785423279,0.37079179286956787,0.44995009899139404
97,0.8518750071525574,0.8324999809265137,0.3466340899467468,0.3962264358997345
98,0.8481249809265137,0.8299999833106995,0.36075061559677124,0.45710891485214233
99,0.8456249833106995,0.8525000214576721,0.35387226939201355,0.3533245921134949
100,0.8424999713897705,0.8324999809265137,0.3599163293838501,0.3799751400947571
101,0.8431249856948853,0.8324999809265137,0.3568130433559418,0.42056038975715637
102,0.8556249737739563,0.8349999785423279,0.34526076912879944,0.4609622657299042
103,0.8337500095367432,0.8274999856948853,0.3614606559276581,0.3993118405342102
104,0.8612499833106995,0.8399999737739563,0.35836100578308105,0.4047185778617859
105,0.8556249737739563,0.8450000286102295,0.3586556613445282,0.4863145351409912
106,0.8518750071525574,0.8349999785423279,0.3453962206840515,0.44543978571891785
107,0.8450000286102295,0.8349999785423279,0.3551171123981476,0.4158996641635895
108,0.8475000262260437,0.8450000286102295,0.3591761291027069,0.43491822481155396
109,0.8531249761581421,0.8500000238418579,0.34180331230163574,0.44766682386398315
110,0.862500011920929,0.8650000095367432,0.33614885807037354,0.41088154911994934
111,0.8543750047683716,0.8575000166893005,0.3232730031013489,0.45948752760887146
112,0.8631250262260437,0.8399999737739563,0.3281664550304413,0.43748122453689575
