,loss,acc,val_loss,val_acc,lr
0,0.4192567467689514,0.8125,0.4716450870037079,0.8550000190734863,9.999999747378752e-05
1,0.2813848853111267,0.8849999904632568,0.22750858962535858,0.925000011920929,9.999999747378752e-05
2,0.1903623640537262,0.9312499761581421,0.20512507855892181,0.949999988079071,9.999999747378752e-05
3,0.19056308269500732,0.9275000095367432,0.2666626572608948,0.9449999928474426,9.999999747378752e-05
4,0.16661258041858673,0.9437500238418579,0.41082876920700073,0.9399999976158142,9.999999747378752e-05
5,0.14803479611873627,0.9512500166893005,0.34180542826652527,0.9399999976158142,9.999999747378752e-05
6,0.07925966382026672,0.9762499928474426,0.23130714893341064,0.9449999928474426,4.999999873689376e-05
7,0.04157609865069389,0.9825000166893005,0.18954908847808838,0.9599999785423279,4.999999873689376e-05
8,0.029574507847428322,0.9887499809265137,0.23494838178157806,0.9549999833106995,4.999999873689376e-05
9,0.01840854249894619,0.9950000047683716,0.3170659840106964,0.9449999928474426,4.999999873689376e-05
10,0.019460445269942284,0.9937499761581421,0.48061102628707886,0.9399999976158142,4.999999873689376e-05
11,0.020864136517047882,0.9925000071525574,0.5206918120384216,0.9300000071525574,2.499999936844688e-05
12,0.017641626298427582,0.9925000071525574,0.42943787574768066,0.9350000023841858,2.499999936844688e-05
13,0.005516412202268839,0.9987499713897705,0.47467514872550964,0.9350000023841858,2.499999936844688e-05
14,0.006857243832200766,0.9987499713897705,0.46042880415916443,0.9399999976158142,1.249999968422344e-05
15,0.005892344284802675,0.9987499713897705,0.4573463499546051,0.9350000023841858,1.249999968422344e-05
16,0.004144623875617981,0.9987499713897705,0.38893967866897583,0.9399999976158142,1.249999968422344e-05
17,0.005677851382642984,0.9987499713897705,0.40758582949638367,0.9399999976158142,6.24999984211172e-06
18,0.004760289564728737,0.9987499713897705,0.41348934173583984,0.9449999928474426,6.24999984211172e-06
19,0.0016140606021508574,1.0,0.39554789662361145,0.9449999928474426,6.24999984211172e-06
